57x41
19628,20208,28346,50025,25026,39306,12795,10201,30220,2727,33298,17090,3526,19733,37425,13029,63886,25086,5268,5071,26876,36520,58789,17723,35710,38899,50114,32370,3054,21849,21800,27631,40673,10794,23286,34878,43830,33783,21090,26491,30103
27203,20217,27826,48103,19819,27566,18064,11415,40549,1085,21803,16052,60947,64512,24418,6727,947,27291,7331,4613,36236,25898,2665,14801,35115,22420,55276,28802,6955,8344,7857,32402,54261,24446,38158,24233,26700,18155,12800,19657,7940
5233,4782,14502,22531,60748,19489,59046,62035,20350,65081,15093,1661,51811,7069,22872,57778,55679,15721,2016,57207,18611,30369,58087,6912,23583,17853,32883,9055,58473,4068,6026,3922,26875,11963,14514,19969,24534,60969,65102,5589,11985
27413,64365,23817,51926,14275,47986,22486,20442,31589,18696,27994,24595,3576,21416,32021,7898,8293,18056,21113,23181,32223,44400,57264,19126,46013,48967,40287,27075,10191,22044,14484,11856,44541,24073,43116,28469,33513,27692,24670,10187,18381
12301,58944,14690,46844,6627,17559,16259,12352,27287,61825,13721,20919,58033,5440,19947,57092,61700,27254,14749,2875,34399,37039,59559,14881,29931,25677,40095,15362,4020,9381,11679,20078,51453,3929,21709,22655,31525,22232,9634,15012,10559
22951,8985,35278,47452,17688,49751,14589,17953,32096,13560,28045,23022,11464,16795,32714,15725,2567,33695,20153,1852,35600,64293,58591,30743,37058,49301,57971,33726,16299,36236,15995,31390,58845,28214,25438,31575,46179,27538,18491,23541,38018
18608,58345,15274,44309,8202,32565,12973,7886,17558,1432,17902,24564,6314,1947,25334,144,802,26585,9658,4347,13867,41100,61405,26222,32501,31228,39294,29619,6086,11165,6485,16813,34416,14026,24450,31690,33764,33782,3183,9833,17209
19925,11670,29815,33101,13258,33186,10315,12982,21403,56239,8063,10596,53626,21886,27213,8059,6839,9641,8835,52361,16266,37147,55458,11965,21888,28151,35956,29479,2805,16398,5648,13442,34763,8498,29250,17458,18782,24390,19383,17553,8771
8639,225,18213,43634,20348,27348,14768,9270,33077,51785,10318,14240,1195,6139,20166,48098,57098,22587,15526,4838,16667,29240,56372,23169,25192,35885,34607,16313,2807,19589,15116,28196,52932,12583,24494,30925,19993,17374,60254,7648,9651
31928,21157,26937,38105,16067,40910,20109,5585,22864,3094,26874,25678,10194,21678,34088,12456,9450,24027,19488,3223,31542,44436,58589,31776,43159,34961,49630,32298,9238,17967,13988,24956,50440,15975,42251,39999,36923,26935,9725,25753,21140
51991,25550,45800,11963,34673,51603,41785,33477,48337,15420,46027,49903,19927,32520,49712,18140,28027,50352,44086,22104,52968,58631,13299,53742,4264,58339,7052,49587,28984,32424,39507,49128,12329,40858,4761,63810,64648,51500,28331,35281,35349
25387,5824,32763,42808,63729,17492,4805,7031,28884,56572,15472,5079,57522,9460,14169,60581,64876,18197,11478,142,11727,24308,2293,16171,24920,15391,28228,27569,5587,7124,8555,18303,30926,13605,29473,20690,25396,7895,64426,5289,6177
29983,5447,24470,43383,5757,31165,2315,14560,24608,64191,18523,11469,49590,13542,18750,6654,801,21147,14353,61570,34617,37935,63436,14549,32411,33004,38347,29994,13537,16763,10131,10889,42307,10048,28824,24201,33932,25854,20201,21839,6742
16579,2320,16253,36607,11324,22952,5316,6238,19541,58111,12002,615,44501,9304,11347,59263,47742,472,65271,8345,14482,9825,55263,4004,19097,26131,13384,24028,61741,816,6637,6695,29410,53993,17941,21586,10664,24002,11457,5164,48531
11892,56140,13999,29406,53620,14026,3978,62316,13651,61263,3828,14483,60383,63917,10665,60068,56788,15418,4894,58564,8914,33463,54275,15136,24342,10075,32151,6033,57048,64774,53225,7126,23616,62102,9370,9319,25039,11466,59118,6091,13804
9833,58760,10982,19864,60885,20453,62786,60250,572,52852,5466,4674,60539,2177,5672,60778,50561,9624,4418,52792,63126,23244,43284,14778,18987,21341,17621,7566,60239,6194,61307,2597,14672,64035,9245,12157,21921,5978,52447,61324,9522
28997,12094,42164,60122,28570,40864,14576,29693,37190,4548,28602,21959,1384,21481,40149,4655,4836,26462,19987,8320,38542,48145,13000,36301,34465,43857,46944,38842,21594,25754,29676,29507,60721,22584,36807,50392,39481,41754,27403,24503,15807
11878,403,2700,22444,55326,8151,952,61689,9995,50370,3601,63996,56446,58896,4566,54889,994,6486,3159,60249,5868,7981,58201,5356,12871,4420,25398,7362,56084,57657,58618,805,15260,1648,22236,12762,16010,4485,53345,64,62686
33952,12719,20577,45470,3659,18745,17692,11080,23322,64653,18701,14569,54279,10381,10964,6762,4906,13468,15649,7007,21702,12356,58767,14958,35221,19836,35851,17562,281,64556,3770,12591,32110,5380,39679,18617,27317,19108,8351,7374,2208
59768,37582,60579,24954,37869,62953,45521,39050,61100,17631,51741,49908,19425,42025,53722,35149,20221,64106,43121,25156,3215,11799,14642,47453,64422,60781,15105,2261,42468,46014,40864,56721,27962,34104,60574,52940,65059,54808,35868,52914,42809
13853,61537,13731,39990,8183,26130,22529,6819,15690,63715,16477,27267,4255,10225,25102,3002,64268,25717,13365,63490,18181,38058,49155,30658,33382,23042,39787,13718,3818,13941,4609,20586,35613,9975,25929,28492,33738,25035,667,8243,23881
31485,64419,35337,57608,18602,38468,25719,24966,23470,6828,32506,26301,18025,22301,28871,6809,14744,25906,28138,15943,32511,50363,62474,30392,41417,46690,41591,33470,19454,26784,29262,25967,53571,20262,42708,36978,50572,34117,22357,14211,28828
41583,27715,40458,54463,30664,35006,24413,18831,20659,1267,39059,16721,8327,25446,31437,22631,65129,16909,9975,11035,32336,27853,61820,32555,33233,23731,39318,27628,19923,16387,23070,20337,44920,5725,40962,39160,36549,30269,20658,17669,20075
41992,27353,48029,60107,26637,53262,23425,16584,48797,15070,36554,29029,19500,31275,41163,9656,16025,25971,29146,20391,22383,50244,1857,42725,54100,51314,59658,34723,11049,30777,23711,34345,60679,36008,53084,46133,39273,25147,12786,19532,38269
39146,6993,36342,58076,24529,48178,21768,24132,31510,7020,27385,38219,16017,13738,35372,13585,14736,34205,28846,5677,35513,52030,3458,45112,58560,50883,60410,29804,19024,29902,14209,34179,51751,32370,47982,44622,57947,46488,22168,28015,33291
62440,54024,1559,19100,51014,64895,59516,62862,60387,49264,2842,61705,53667,57091,1824,55315,53209,10127,62853,49057,7542,15879,48080,60566,63501,2691,15529,3083,60136,56977,1776,60528,17554,60313,976,64115,13507,58628,51993,55894,1805
38068,12276,38374,54295,22226,38116,22906,23670,33018,1787,29616,12626,59083,22140,24047,13640,64424,26662,15539,8284,31760,40837,1894,31734,34621,31065,39382,37545,21032,25579,15823,23840,45696,11008,37584,39324,41360,35554,24506,18349,11866
24341,8145,25427,53262,13382,26193,3612,7648,37113,3539,28141,8260,52450,12982,23948,58881,56765,19383,4340,12997,22830,28337,64834,10434,29373,28063,33735,28595,6873,8999,21476,11200,48244,11286,26208,28027,18651,12411,10610,7481,7420
52224,20688,33401,50793,14339,34437,26645,10007,23493,1662,33895,25468,3650,12808,24207,25829,3120,38586,12637,5789,42554,44269,1275,26589,47939,17749,50929,39722,23281,11757,6449,21040,46645,7072,44262,29052,47188,30291,16770,29861,16267
18854,64109,22919,40253,4254,18133,11142,10350,20554,59298,22104,8720,62614,18704,16904,63041,7009,15131,16766,62764,26061,31984,52254,16154,31438,23686,34800,9861,5194,19513,16756,15607,36119,9568,30785,22965,42404,11791,14558,10760,25422
39359,14154,38026,58473,19070,49082,12796,24930,28299,15638,40389,20289,8564,18166,31794,19001,62538,33191,21460,18724,43879,46901,4947,29753,42554,48032,43100,36611,28358,25601,25830,17777,51323,25947,37431,38252,47126,26435,19149,17354,21338
14809,9976,22880,55094,20534,16862,11388,15743,21778,60981,24660,25014,62903,12147,32067,63028,62667,25520,12016,62695,22783,26032,63771,31625,26227,26768,42637,18010,6647,6853,28450,24793,49537,10506,23450,41201,31018,29384,5612,10040,19241
49879,33632,46191,58566,27860,54988,23417,23181,33611,16202,42169,37405,6523,37729,48192,32948,6398,38427,25979,8830,58289,63248,1840,33382,62560,50704,64860,35042,21434,27708,23484,22924,61542,12652,44055,40541,59602,40270,37200,45269,35239
2081,2600,62927,19351,54823,13567,8161,60059,13916,65475,5777,11652,55595,59382,20559,3141,1481,11946,63302,56156,30089,23731,52475,2159,19086,701,44512,4989,54502,59630,51366,7761,25819,6516,18271,9105,18500,8648,2188,15903,7978
17545,61939,24605,46359,10251,32709,20170,18259,14116,2048,21021,22175,13069,8275,26699,4939,5229,24607,16894,7982,15462,37799,62493,27765,25264,33688,32714,33663,12556,13493,16917,21885,35634,21503,31131,31492,33650,28826,3458,1544,15829
31159,19375,22344,50870,19637,38948,11771,17727,24687,8285,32699,25768,8573,13406,37043,11619,15314,27982,20478,5544,39226,39394,2645,30002,39032,40396,57180,28127,16645,16687,24954,18404,54560,30182,43947,42522,39163,28784,14468,21511,24765
