10000
-21359,-17698,-22766
-22158,14060,3971
17770,15956,-31738
-18425,-9747,-27525
1319,10836,32665
-10855,-32268,-14106
9721,23837,3697
16213,1280,8365
-220,-23104,18369
31494,24510,20132
-22583,-1606,3698
-15641,11698,-32740
9620,-15600,-22312
23857,24267,-31209
12109,1678,-4859
28150,20351,28384
20160,-3376,-6620
11945,-26224,8378
-27076,4226,14127
-24338,32718,-21378
5466,25615,-18959
17103,26588,-26138
23266,30300,19709
-26334,30190,22583
-2353,16996,11417
20366,-26399,6327
-5745,2524,-25573
-10895,-11636,5814
1518,14674,-18894
22269,23294,18103
-27709,28346,26525
14647,3275,16936
11528,3409,31414
-26305,-3281,-17802
14018,6002,2406
2481,-3180,4576
-31943,15870,-14561
-26767,-3890,-8441
14887,-11505,-32582
13497,23973,-21307
8626,19734,11009
-7386,-18866,-14284
-17483,8812,-7496
-24040,13403,2874
-10317,25667,24692
-15620,27880,-1282
-5870,-24249,9647
15000,-5500,-3532
5458,23660,12334
-9897,31819,21917
-25458,-27489,4380
-27757,-1772,-6461
-2300,27939,-22255
-22753,-22328,1250
29935,23749,-28223
-27882,-19,-14813
-17980,14172,16889
-16815,-741,-30315
-29467,-18681,29238
-22082,30829,-13835
-24985,-14153,-9653
15663,-12201,13766
22159,21194,28080
-32513,-15222,-11761
28732,-17746,-12222
-23875,-29058,-32054
-11471,18266,17727
-27562,5697,11557
18664,8727,30836
-14097,-28933,20504
-1737,-13210,11254
20526,-23433,16024
-17246,-12726,28424
11871,-5259,-32738
-18223,-6276,29747
-3031,-21132,-14482
-24321,-28230,-30723
6504,18960,-31584
20018,23834,32173
-12042,5851,20349
2448,-7068,21297
-28123,-18335,-3643
23935,11481,17232
6060,1942,-13996
25670,26746,-13377
-26211,-29356,-24836
23855,1241,3264
-8570,-15934,1215
4665,26623,3883
-14457,-13757,-1244
-16368,-28407,-25674
32276,-31078,-8244
-30833,-12743,-17976
-17945,-17613,-19007
11607,15591,25325
25017,-10519,-11997
9570,-24500,-3181
18383,16162,-29669
-6906,-23638,-12119
18481,-28116,19822
-17588,24348,-30820
19943,3108,18058
-12961,7625,18318
30185,9711,31971
20387,-11573,-687
-15118,18575,-11702
31345,2322,14832
19458,-24330,21739
21486,-23051,8329
-17601,30830,12313
14278,27064,-13870
19314,7149,31266
-6306,-7633,31124
30350,-30786,-15817
-32292,-16178,-11724
12392,-20127,-13468
21577,24568,-14836
29381,25528,-24531
28395,-21518,27682
62,13828,21926
19996,-21998,-22290
11850,-28937,-13100
-6643,18439,-30004
6265,25018,-21802
-24973,-27978,1617
25631,6629,25643
10641,-26156,-32431
15361,-11429,11407
14105,-24257,1064
17676,26018,32499
21211,26025,-27637
28175,-26661,24749
-23480,-12224,6365
-8314,26623,8868
30811,-31887,12777
-4223,11028,-41
29011,30486,6303
-11097,14446,12750
-12986,-3942,13447
-6665,31353,20792
12793,31140,-7068
-17763,28376,11694
5342,19949,-28120
-8521,28066,2357
-23235,6499,20766
-20255,7312,16357
-31896,23549,10720
3,1022,19716
-31439,11597,-285
16828,14474,-16811
-17886,-4956,6550
5175,24268,29093
17008,20789,-741
24977,-10982,-32647
-8558,10728,7476
17458,21918,-32524
8024,29345,2744
-11190,30280,-10181
-23220,10180,19233
9044,6131,-9012
-21612,-21564,-6251
-3327,-31265,-23305
-6577,31562,18020
441,-26525,24648
-7622,-11946,1888
-26736,-12251,-9936
1337,31167,27457
-32369,6267,7546
11549,-19983,1677
283,2649,17228
-25103,12930,20951
-15668,-25417,-12282
-4910,-30837,9693
14456,-10071,27434
-1694,-32100,-11126
-26717,1253,31756
9885,4667,23588
-104,16175,-10553
-13766,29386,-1649
-6193,-32044,8919
-25867,-24095,13725
3221,21323,31744
-15602,-14548,-28404
-32476,-19524,8931
-8310,-7929,-14563
1710,1097,-20954
8310,-11844,7601
-184,-29402,30883
-18262,16301,-21384
30839,-22594,23253
998,17001,-13593
-32231,-6832,21743
-12482,20370,-10744
-1826,-7346,12618
-13142,6546,-15612
-20876,-31022,-32309
4697,-21754,-12636
-5280,32160,2985
-19814,-23140,-21635
25221,15955,-17328
5916,12835,24309
10913,-5053,-26793
14617,-24071,28431
5447,-21755,-20246
-15636,12174,20454
3149,-28693,17784
16256,2112,-29280
-23490,1461,-18946
-1878,-14470,26051
-15338,-10352,-19228
-19828,5586,30791
-7238,-136,-6642
-17051,27929,-27614
4912,8905,27464
-27735,-16737,6988
-30229,-14110,31221
28727,27981,13202
25905,-29846,5570
-7184,14168,-19088
-24393,-8729,-23008
-28194,3073,24622
-18812,9929,-16364
17453,8982,31494
1885,-21063,17072
11127,-143,19732
19216,-7542,-17564
-14292,15735,-20288
22566,8148,19375
-16064,-18731,6231
-13800,-21272,-2689
16322,-24222,27686
-11839,-28911,27464
14280,-20999,-21611
7036,13578,7600
-29966,-1558,-218
14595,18608,29182
-28113,-31372,-28270
-13583,-8953,-25949
-13959,-13192,-15438
-22391,-15454,4606
-2686,-17711,32650
10726,-27145,11725
23028,-19673,31857
24026,-11003,31127
-2900,13237,-2372
-30849,24285,-16258
-10422,9129,-8305
-6027,-12664,-17345
-19622,11206,-28986
-23809,31362,-8265
-23610,14942,13104
-27810,3560,25638
1579,17416,-4424
-19277,-27183,-27439
26071,29260,-29655
23195,-890,-10035
24910,-28465,31533
21626,29642,18007
29371,-20589,-24174
-25381,5936,-15395
-28314,19026,-23110
25085,-26895,6054
-11419,-18515,25218
3446,5275,22744
-25406,9915,-30570
-18434,6921,16952
10572,-25144,-32066
-1897,-24014,-25500
15064,31788,23477
16618,-18566,25486
-8194,-9221,6424
24925,-13783,-7540
-27892,840,-23151
-4349,-27921,-23749
6097,-6704,-22706
25560,25778,17316
607,-31920,-9242
-29910,-2521,20538
13736,22941,-14136
-3398,-30053,30243
18280,-9622,22378
-27931,-11264,10622
17233,-19079,26821
23377,-15397,-32554
2338,4825,25271
19561,-13067,-16659
2080,13697,-24911
-29689,6681,-1557
27264,15786,-28114
3472,-5512,2217
5364,-31839,29273
-25516,32351,10740
13152,-4498,28806
-6061,-22647,-22841
-25778,8806,12675
-3857,1207,-7007
-4117,-19096,10259
2769,19050,-19337
31089,-15507,5091
5423,-10262,21222
-10356,-3364,-23520
27300,27930,6483
2587,15843,-9775
3222,22832,2987
-20153,-27028,-26894
32649,-4348,27006
13041,-14294,-31400
-6486,27220,-17358
-29230,819,19716
-30229,14964,-614
-13189,-24933,26684
19476,12163,-25730
7698,3686,-21934
22952,16218,-11492
-23645,13669,17045
-5210,12650,27145
-2621,25623,-9925
29380,-23217,-21518
27264,-17117,-29049
23732,5086,20221
-18765,8679,31629
-18800,20722,-21489
26127,-1442,-10105
12920,24827,-14286
28109,10476,-13718
-17886,21924,16850
-9097,-24763,-20815
-26734,-23499,-27209
-7179,-13032,-14825
-29747,-26362,-28084
-14380,17296,-22587
2538,4633,-9688
273,-23435,27128
3794,-15962,-24116
6635,23526,20144
21944,25870,-5107
-6431,-24130,8726
11634,18358,-1779
-21197,-23648,31892
9157,-28442,19926
-28774,-30891,-28342
-26630,-23856,19095
-1018,-31734,10039
-8538,16151,-285
8656,12854,-10690
25141,30767,-23370
-30718,28937,-12722
-19651,-5546,27381
6448,-10004,-30787
-31897,25596,-30716
-12843,20673,5303
30028,-23797,-20320
-32440,8384,31660
10310,28354,-1190
-23845,-24607,-2552
4553,3784,-14653
-27276,-23361,-23913
-15821,2686,-15911
-19798,16166,-5345
-2031,-15261,3236
-12164,6505,-4281
-32300,5672,7131
6274,-31781,-15298
19622,-2613,-7703
-19666,-8086,26762
-14844,-7838,-20281
-7258,-533,-9885
25680,-18143,28585
15215,11755,-11020
15163,-1388,-471
28424,-32636,-31299
-15303,-29455,-5394
29274,11180,27676
7950,15837,-13678
22617,-23100,-22394
-10955,-30169,13206
-14058,4929,32762
10917,-12570,-20911
2215,-29989,5505
-15223,-30008,23008
-3525,4368,-25229
-29382,5569,30687
-17924,25375,-30808
3164,-8918,17104
-8023,9352,-28771
-29640,-1600,-1072
27909,11840,12004
-12913,25778,-16664
16558,-22469,4768
8535,-10475,30765
12332,9673,6981
-18379,-3138,6056
-5977,-19140,-23771
-14405,-5746,-4018
-22932,24305,4335
21052,16238,-16088
6291,-23199,-24657
-29968,-18270,1364
-15951,-4764,-1059
13859,-24090,-26921
-24731,-20978,8798
4366,-23052,23559
-570,-31604,24265
-29509,264,12678
-23458,13899,6892
21238,24931,23040
24269,7005,-93
15438,12433,11946
22553,6979,7321
-19805,-18524,5874
-26937,24092,10470
-15435,-8243,15282
-8040,-26742,9636
-21141,23025,3220
8239,3788,-7077
30448,6065,-332
-30945,-24821,13261
-26143,31525,-20545
-10481,10693,-3785
5384,-27027,-4228
29660,24938,-21465
32133,2530,-30211
7744,29691,27459
15763,-11950,-2299
-26163,29341,20202
-18453,30632,-31408
8674,5240,523
-25333,-14193,-31478
14047,22152,21255
22240,-22849,-9697
14247,-30541,-17581
-25610,3330,5750
-16917,14622,8150
9252,-8380,-593
-29786,326,31448
-23630,1392,16808
-4542,27263,-14471
-24899,-13967,1598
-24208,-3088,29127
22259,27217,-30104
-12480,18594,1560
1071,-6139,420
22360,-8843,15503
-19709,14516,-5650
-13018,21734,-11999
-24695,7681,-30788
18830,7982,4641
-10254,9797,-21533
-25165,-13972,-613
1676,-4555,-32743
7204,-21606,-14619
24369,20742,-25656
-6316,-23136,-21089
2445,-28578,26743
-10575,-22061,10549
1409,31725,-29250
18492,-424,13352
-2417,-11063,15588
-2086,8393,-14843
-32326,-21898,-8660
-8035,18059,-14543
-17836,-31947,-28118
4,-18278,-4334
-15024,-11647,29781
-12331,23389,-4182
21332,28273,14957
-31988,-4171,-17549
18177,1894,20678
11381,-23441,-18180
65,-26396,-2871
26159,-22256,-9787
5360,-28938,16687
11034,-10406,-20446
13275,28767,1306
21709,-31983,-6785
7330,4635,18660
29126,13917,13701
3857,-28749,-16396
-29602,-10130,-21670
-23019,3423,-14726
8221,-23602,-21230
-19799,19950,18748
19822,18759,11172
31457,32246,16965
-13723,-24235,-15516
17406,-25761,-20954
13162,10809,30077
26554,-24410,7980
1076,-11726,26827
27351,17624,-12995
-29584,2919,-7889
-8409,11856,-14851
-11874,29521,-22892
-10735,-6435,18352
-2649,-27592,4539
4035,-31802,20768
-15020,19224,11525
5053,10168,18786
-3328,-11824,-5192
14235,-23466,-4553
31315,26622,5294
29780,8824,-11293
-11890,14227,-13324
-9128,10494,13475
11093,-20602,-18944
-23944,18820,25420
14633,14121,13996
3387,18637,-14362
10198,-4841,-28722
-2626,-15787,16906
-18197,-3190,-10810
-24843,-21791,-6914
-19194,4099,-3905
9131,-30259,10846
6969,30217,-2866
11853,-9094,13871
15347,6109,-16194
24708,-12520,-16323
-23110,2996,11246
14732,478,30373
-27707,10386,-24432
-21128,26107,11711
30909,5796,-24457
23842,23924,-5113
-7420,-16510,30631
24872,1039,12374
-28871,-6520,32681
-31144,31999,19453
-25946,-28715,7180
-30711,30456,-1266
-3167,24262,8552
-29129,-3997,-7599
-16894,21290,2866
-26199,-15304,-19446
24220,1338,17219
11918,-7788,13173
14777,-16075,-7976
-11392,-12738,-8943
-26805,30040,14406
29994,-24603,19265
-24832,-12928,18038
20619,23750,17105
-3092,24784,25045
-12041,-8166,-12838
1573,26687,-11821
31876,20114,-29873
-6291,30095,24192
-5979,-9058,-12929
18569,21489,-28876
-4098,11535,22359
-29436,5842,31970
28701,9646,-21359
-18978,-15719,-11460
-25141,13036,-21008
-7912,-4763,12782
-26490,-1875,10084
5375,-1248,-21859
20065,23265,-19050
17596,-19033,5427
11342,21126,18501
-20791,-26758,-9300
27494,-5413,14920
18024,28140,16676
-6784,-9471,-252
-7107,-9959,-1060
29503,21758,-18414
-22500,12747,17239
10814,2866,29162
22905,-12107,-25227
-16474,-29851,-1699
-17869,12641,-18584
6100,-31842,-7116
-23192,18080,22479
-17599,11530,-13024
-24600,-11005,-13992
15106,21347,26303
-1686,16481,6014
-13748,-2148,-1252
-30837,9887,-26819
-9569,21892,30859
17925,8971,-31049
-11872,-2757,-4375
1112,742,-29648
4353,5356,29413
3124,-16132,-23504
23337,-11474,-17175
23073,3721,27632
25693,-4555,-22606
-18048,21537,11227
24905,24116,1174
6289,-9631,32436
18107,28558,12990
-29261,20136,13781
-27558,-24382,-8897
-21109,6602,-3368
21610,-21949,29884
-21532,-31514,-26829
22143,5755,19752
15237,-1350,-22143
-9660,-434,27785
-18115,-8582,13507
-29889,10581,20520
2892,25955,-4408
20937,18267,-14593
-5212,18183,-6731
5827,5347,7154
1710,7812,-4928
-8997,6339,-28179
-4362,1265,-7799
23339,6616,21342
-28566,5887,-24637
-6074,-10028,1605
25040,-24543,-7425
16901,12730,-4942
-20741,-10816,2581
28404,5656,19984
-12649,19089,-8662
-11101,1747,-20472
-8670,5284,-14073
-6870,31106,17950
-7482,-6176,-3243
-31258,29018,16970
-9630,31302,14797
-29293,15321,-518
18984,-2801,16672
2313,-31394,4015
-5352,-18877,16675
32583,-12375,-9619
1339,19333,-1037
32227,-23575,14638
-7209,2395,-6766
27125,30851,3375
-24685,-12388,-31661
-14750,-17392,26840
21072,-30782,21772
17206,-25149,14824
1884,31693,10394
8940,-16905,28256
15541,29694,-9795
31860,12390,28323
20475,-29267,1922
-16956,13670,11618
1284,27650,-32088
-11104,10917,-11059
-8843,-3076,12851
22041,24594,8406
16940,24028,-22677
-29883,-13248,10933
16259,28978,-24499
15523,9303,25088
-86,31300,22549
9300,-2152,29930
-26806,20867,-16012
22581,-9152,-23559
26770,25631,24501
26522,-2686,28962
18335,29618,13187
3962,7928,-29903
24550,-26328,-12787
25362,11569,28349
-30144,-7189,-7331
28730,20813,21882
3142,16482,29458
29871,-11006,-3261
-27544,30020,-2883
6923,4094,-596
-10064,17833,-18398
-19202,-29506,7823
-19896,6334,21477
-26119,-9524,-28527
-15540,-11493,-7521
-23521,8361,14105
15785,-12781,30567
23224,-10351,11845
-19820,26216,5657
18882,7872,-9724
-2353,-16400,-384
27987,-16318,-31994
-31073,25219,-24046
-10160,10038,21534
2569,27639,9460
-28227,-19292,19287
-14631,22399,14575
3774,-19393,552
23875,5555,28858
21266,15585,7834
24688,2295,15874
227,-6674,8143
6745,1191,25776
-18059,-10783,-2177
20588,-7737,13878
-19682,9853,-19131
-22324,28376,7854
5941,4477,-22319
-4250,-23887,-18633
-9380,-13869,-17157
-28293,11821,10607
17557,-28629,18695
31439,15624,-7675
18469,-19518,-19891
-30627,-29748,-2635
2721,-29739,-21547
-14310,-11343,3914
13452,21330,19015
20482,-5163,24206
-30015,25298,-23960
27976,-7987,-18764
8514,7202,20808
-11873,9565,-27237
7152,5346,-17767
-10777,-15984,25327
1335,31496,31735
32426,7411,-20853
4418,1628,-2926
-12511,-6968,-21583
14908,-15382,-26005
-22736,2729,-26499
-14002,8262,-25061
10032,-3318,12704
-6409,27666,2096
11506,5187,1918
21033,-28438,-20367
18917,-27587,23637
-1687,24547,-14095
-31038,6335,2186
-26880,25274,5842
-13992,-26263,-8749
30535,26079,-12035
-8868,4058,12327
-26979,12350,-17789
18734,-23557,6969
11403,8324,31523
27018,26330,-8175
-3719,-29230,15034
-4064,18780,29882
-814,-1394,-7752
9161,-18192,-22777
9596,-26434,11284
-10111,16725,-23827
6353,-22364,32375
-13977,-8818,-8241
4417,-12918,-14713
-29024,-1040,15945
-5377,-21615,21410
520,29689,5146
26924,-8941,-23623
21529,-3388,19186
-24503,15893,14975
1762,-956,21223
12847,-19036,-10979
-14804,23359,-11511
15489,-23351,-4337
12272,-29086,-29847
-27612,-31205,26344
32133,-7210,-5301
-27236,-14456,-404
-26529,-7267,-8722
-26090,12831,-32698
-10688,-427,14162
-30888,-3666,2297
30142,21399,24259
-32039,-8565,-23450
-21168,25330,-23799
12986,5640,11747
5885,-18066,-21027
11666,7524,23952
-12743,-7544,-22592
-10136,-23141,-16999
5727,-11981,8557
-4866,8362,-27393
11497,4467,-1895
25099,-22928,18102
-28147,-23135,-1701
-11902,-28104,8056
-3142,8472,3724
-16174,-11052,17500
29019,20948,8779
-32064,23660,-14339
31621,-21100,29572
4234,-19770,-4874
28278,11455,-9463
29872,-18928,-18090
31258,17988,-21218
-1101,19634,-8434
-17451,3934,26304
-2586,-17866,-29251
-1908,-26673,20397
26114,28995,3173
-19560,-27206,4151
12762,-30184,15659
20859,-14731,25189
-19999,-9334,32741
10356,-11788,13085
-13770,18499,15925
28555,-21464,-32672
14706,14517,-23760
-3958,26339,2835
-7104,-13882,-20848
8911,30238,-25777
-31502,22427,27280
-3775,7594,-25916
10556,11397,29733
17791,-27291,-10582
525,-9498,422
31901,5224,-29181
-10818,-19809,2579
9472,-13341,25048
9957,29093,7564
13040,3665,12455
5720,29176,-7162
13734,-29048,27060
-23302,7492,-29646
8988,-15232,-9824
-22594,-4259,-4598
-17200,-20986,26307
-25644,27985,-8064
-26423,3012,29289
-5329,-25692,-16445
16013,27519,7290
-8338,27436,-23755
-14508,24294,-12813
23017,11461,6242
10213,-12339,-19942
-20838,-13528,9772
2262,29509,-15124
-24477,28086,-16702
-24878,-9590,15822
8505,-11571,8659
31983,-20232,-6656
20026,15764,-22669
2547,-30699,-6586
31671,-3687,-3033
16975,12527,14909
12856,10507,32096
22938,-12543,8549
8890,-3039,20146
-6885,-24734,22008
-20667,-5888,6615
259,18044,-13919
30941,-11526,14921
8087,-28088,6138
-9676,-20725,-28570
-10269,21108,-11191
17674,-21471,9892
19077,3670,9143
-32094,-11474,11098
-15430,10465,30426
32054,-29916,10834
-17182,27465,-3043
9803,3623,10021
-24620,14966,-25543
6733,23117,-12036
2741,-26323,2241
9267,4461,-2496
-6917,-18281,-24943
-15215,2285,15914
-24314,-5726,30637
28584,16826,11665
-20897,26002,22956
-7737,25950,28687
-27251,-21848,14433
-10365,-16154,5876
-14566,24560,6297
-23952,-24383,-31203
-642,-7455,-5979
-29900,-14491,-26219
-9363,-13697,3210
24448,-4300,-16724
-7436,-14180,25847
-22625,21972,3430
12286,-2732,-14278
-1327,-22041,23588
18610,5602,12216
-4246,2058,-15252
18409,181,-7640
4189,-25325,16647
833,-30413,6059
-11783,31194,2442
7793,476,-22987
1494,-2795,-23738
-31238,-14968,-28099
296,30833,-1998
-22226,-17383,22795
32582,30570,5130
30085,10588,-12720
5036,-15629,-24437
-4484,24771,2457
-10633,-26104,-5425
9374,-11364,-32357
-10344,432,9231
25840,-1428,28240
11855,30562,-32167
-15302,2547,16893
-31183,12309,-28423
8502,-10900,-9633
-27758,31592,3838
-22560,17189,18139
